Employbl Company ID,Company Name,City,State,Zip,Latitude,Longitude
930,Egnyte,Mountain View,CA,94043,37.409204,-122.083073
782,Womply,San Francisco,CA,94107,37.779826,-122.391025
607,Scripted,San Francisco,CA,94107,37.781005,-122.397089
452,Modis,San Francisco,CA,94105,37.791554,-122.394095
719,Traction,San Francisco,CA,94109,37.790485,-122.419255
827,GetThru,Oakland,CA,94612,37.8039,-122.270794
5,21Tech,Oakland,CA,94612,37.8039,-122.270794
116,Broadcom,San Jose,CA,95131,37.386135,-121.900328
612,Sentry,San Francisco,CA,94107,37.783991,-122.397363
900,Rockbot,Oakland,CA,94612,37.803816,-122.271335
485,Nuro,Mountain View,CA,94043,37.410376,-122.081143
123,C3,Redwood City,CA,94063,37.513716,-122.201786
359,Jobvite,San Mateo,CA,94402,37.554714,-122.317245
751,Vidado,Oakland,CA,94607,37.794857,-122.273891
203,Digitalist Global,San Francisco,CA,94105,37.791908,-122.393852
75,Backerkit,San Francisco,CA,94103,37.773998,-122.410834
454,MoogSoft,San Francisco,CA,94111,37.802896,-122.402254
789,xMatters,San Ramon,CA,94583,37.772877,-121.959513
155,Clever,San Francisco,CA,94103,37.776408,-122.413882
145,Chewse,San Francisco,CA,94103,37.775724,-122.412707
790,Xoriant,Sunnyvale,CA,94089,37.404943,-121.987639
39,AltSchool,San Francisco,CA,94103,37.774189,-122.410479
226,Elegant Themes,San Francisco,CA,94103,37.775624,-122.411781
569,Reflektive,San Francisco,CA,94107,37.779858,-122.390665
107,Braintree,San Francisco,CA,94107,37.77984,-122.390637
230,Entelo,San Francisco,CA,94105,37.791833,-122.394431
622,Sift Science,San Francisco,CA,94105,37.791833,-122.394431
440,Metric Insights,San Francisco,CA,94103,37.775104,-122.415275
899,Renew Financial,Oakland,CA,94607,37.803463,-122.272345
908,Clorox,Oakland,CA,94612,37.803463,-122.272345
435,Mende Design,San Francisco,CA,94103,37.77471,-122.41009
689,Taos,San Jose,CA,95134,37.395928,-121.931578
551,Radical Designs,Oakland,CA,94612,37.80512,-122.276975
186,Cruise Automation,San Francisco,CA,94103,37.770038,-122.409703
284,Gong.io,San Mateo,CA,94403,37.546157,-122.290233
524,Pixar,Emeryville,CA,94608,37.832592,-122.28372
122,Bukwild,Sacramento,CA,95814,38.582053,-121.505066
682,SyncFab,San Leandro,CA,94577,37.725249,-122.155549
602,Scal.io,San Francisco,CA,94108,37.788109,-122.403763
4,15Five,San Francisco,CA,94103,37.781714,-122.403236
850,Nuance Communications,Sunnyvale,CA,94085,37.37944,-121.997339
461,Mux,San Francisco,CA,94102,37.779224,-122.414381
479,NoRedInk,San Francisco,CA,94105,37.787593,-122.399686
274,Getaround,San Francisco,CA,94103,37.77413,-122.40766
495,Opendoor,San Francisco,CA,94105,37.787072,-122.400451
211,DoorDash,San Francisco,CA,94105,37.787243,-122.40054
408,Looker,San Francisco,CA,94103,37.774367,-122.407404
806,ZeroCater,San Francisco,CA,94107,37.781289,-122.396682
1083,Switchboard Software,San Francisco,CA,94104,37.79154,-122.401103
110,Brex,San Francisco,CA,94104,37.791425,-122.401038
1032,Procore Technologies,Alameda,CA,94502,37.727646,-122.231974
768,WayUp,New York,NY,10001,40.744976,-73.992422
328,Hotwire,San Francisco,CA,94104,37.791437,-122.400546
749,Vevo,San Francisco,CA,94104,37.791437,-122.400546
214,Duncan Channon,San Francisco,CA,94104,37.79148,-122.400593
975,thredUP,San Francisco,CA,94104,37.79152,-122.400593
945,Juniper Networks,Sunnyvale,CA,94089,37.407504,-122.029189
572,Remix,San Francisco,CA,94103,37.777616,-122.410352
785,Woopra,San Francisco,CA,94103,37.771106,-122.409152
901,Vivun,Oakland,CA,94607,37.802803,-122.272921
1019,Lucasfilm,San Francisco,CA,94129,37.800434,-122.450001
564,Redbubble,San Francisco,CA,94104,37.79005,-122.402659
965,POPSUGAR,San Francisco,CA,94104,37.789817,-122.40255
608,Securly,San Jose,CA,95113,37.337659,-121.894104
68,Autodesk,San Rafael,CA,94903,38.005402,-122.530873
169,Coffee Meets Bagel,San Francisco,CA,94105,37.785333,-122.408147
35,AlienVault,San Mateo,CA,94403,37.545105,-122.290819
96,Bloc,San Francisco,CA,94104,37.790218,-122.402723
487,Oath,San Francisco,CA,94123,37.781888,-122.406155
895,Gravitational,Oakland,CA,94607,37.790432,-122.269155
1051,Zerodown,San Francisco,CA,94105,37.788595,-122.400989
132,Carbon,Redwood City,CA,94063,37.487369,-122.209545
1053,Auth0,Bellevue,WA,98004,47.61782,-122.195861
972,Space Systems Loral,Palo Alto,CA,94303,37.429347,-122.10886
396,Liftopia,San Francisco,CA,94103,37.780919,-122.411399
629,Skillz,San Francisco,CA,94103,37.780945,-122.411377
593,Saildrone,Alameda,CA,94501,37.782828,-122.305146
891,ZEIT,San Francisco,CA,94133,37.7978,-122.405305
176,Compology,San Francisco,CA,94103,37.771769,-122.407331
212,DroneDeploy,San Francisco,CA,94103,37.771793,-122.4074
1034,Seagate,Cupertino,CA,95014,37.320788,-122.031617
970,Seagate Technology,Cupertino,CA,95014,37.320788,-122.031617
659,Starcity,San Francisco,CA,94133,37.797508,-122.405181
800,Zendesk,San Francisco,CA,94103,37.78158,-122.410444
161,Cloudflare,San Francisco,CA,94107,37.780223,-122.390587
605,Scalyr,San Mateo,CA,94401,37.566047,-122.325402
382,KPCB,San Francisco,CA,94107,37.781277,-122.393741
178,CoreOS,San Francisco,CA,94105,37.787412,-122.400224
409,Luma Health,San Francisco,CA,94104,37.790434,-122.402526
973,SurveyMonkey,Palo Alto,CA,94301,37.444478,-122.165316
788,Xero,San Francisco,CA,94111,37.800154,-122.401883
517,Performance Horizon,San Francisco,CA,94111,37.793462,-122.398097
640,Snappr,San Francisco,CA,94111,37.792978,-122.397876
473,Newfront Insurance,San Francisco,CA,94105,37.788117,-122.39921
969,Sandisk,Milpitas,CA,95035,37.417533,-121.92248
967,reputation.com,Redwood City,CA,94063,37.487976,-122.224383
384,Landor,San Francisco,CA,94111,37.800912,-122.400573
683,Synchrony,San Francisco,CA,94105,37.789152,-122.397614
470,Netflix,Los Gatos,CA,95032,37.259575,-121.962753
280,Glassdoor,Mill Valley,CA,94941,37.880139,-122.51452
641,Snowflake Computing,San Mateo,CA,94401,37.566551,-122.325004
983,Zscaler,San Jose,CA,95134,37.415951,-121.947837
498,Oracle,Redwood City,CA,94065,37.530705,-122.26242
95,Blend,San Francisco,CA,94104,37.790377,-122.401862
115,BrightTALK,San Francisco,CA,94104,37.789941,-122.40211
638,Snapdocs,San Francisco,CA,94104,37.790377,-122.401862
959,MongoDB,Palo Alto,CA,94301,37.442041,-122.161195
609,Segment,San Francisco,CA,94111,37.793949,-122.398062
491,OneLogin,San Francisco,CA,94111,37.794004,-122.398003
202,Dialpad,San Francisco,CA,94111,37.794004,-122.398003
312,Helpshift,San Francisco,CA,94104,37.791479,-122.399947
37,Alloy,San Francisco,CA,94107,37.780521,-122.396507
1058,Dokkio,San Mateo,CA,94403,37.551425,-122.291173
723,trendmedia,San Francisco,CA,94104,37.790099,-122.400751
778,Wish,San Francisco,CA,94104,37.790446,-122.401154
429,McKesson,San Francisco,CA,94104,37.788765,-122.402747
661,Stitch Fix,San Francisco,CA,94104,37.789205,-122.403442
496,Opentable,San Francisco,CA,94104,37.789468,-122.402935
834,Prifina,San Francisco,CA,94105,37.791047,-122.400047
313,Hims,San Francisco,CA,94129,37.800184,-122.44982
261,Founders Fund,San Francisco,CA,94129,37.800184,-122.44982
804,Zenreach,San Francisco,CA,94129,37.800322,-122.449951
642,SoFi,San Francisco,CA,94129,37.800322,-122.449951
340,Industrial Light & Magic,San Francisco,CA,94129,37.800184,-122.44982
954,Maverick Capital,San Francisco,CA,94129,37.798845,-122.449338
234,Equinix,Redwood City,CA,94065,37.527344,-122.261179
243,Facebook,Menlo Park,CA,94025,37.484377,-122.148304
245,Fanatics,San Mateo,CA,94403,37.542249,-122.293545
826,Fuzzy,San Francisco,CA,NaN,37.774929,-122.419415
783,Wonderschool,San Francisco,CA,NaN,37.774929,-122.419415
841,WellPay,San Mateo,CA,NaN,37.562992,-122.325525
741,UrbanSitter,San Francisco,CA,NaN,37.774929,-122.419415
646,Sourceress,San Francisco,CA,NaN,37.774929,-122.419415
591,Rylo,San Francisco,CA,NaN,37.774929,-122.419415
847,Mission Lane,San Francisco,CA,NaN,37.774929,-122.419415
422,Massdrop,San Francisco,CA,NaN,37.774929,-122.419415
305,Hammerhead,San Francisco,CA,NaN,37.774929,-122.419415
278,Givecampus,San Francisco,CA,NaN,37.774929,-122.419415
219,Eatsa,San Francisco,CA,NaN,37.774929,-122.419415
198,Deepnote,San Francisco,CA,NaN,37.774929,-122.419415
146,Chime,San Francisco,CA,NaN,37.774929,-122.419415
105,Boxbot,Oakland,CA,NaN,37.804364,-122.271114
1050,WorkPatterns,San Francisco,CA,NaN,37.774929,-122.419415
360,Joy,San Francisco,CA,NaN,37.774929,-122.419415
902,Ascend,San Jose,CA,NaN,37.338208,-121.886329
693,TechConnexion,San Francisco,CA,NaN,37.774929,-122.419415
634,Slow Ventures,San Francisco,CA,NaN,37.774929,-122.419415
615,Shift.org,San Francisco,CA,NaN,37.774929,-122.419415
582,Riot Games,San Francisco,CA,NaN,37.783711,-122.427614
966,Qwil,San Francisco,CA,NaN,37.774929,-122.419415
542,Pusher,San Francisco,CA,NaN,37.774929,-122.419415
535,Pramp,San Francisco,CA,NaN,37.774929,-122.419415
1066,Oura,San Francisco,CA,NaN,37.774929,-122.419415
848,NextGen America,San Francisco,CA,NaN,37.774929,-122.419415
882,Moonlight,San Francisco,CA,NaN,37.774929,-122.419415
915,Mercury,San Francisco,CA,NaN,37.774929,-122.419415
957,Mentor Graphics Inc,46871 Bayside Pkwy,CA,NaN,37.479393,-121.942169
415,Mailchimp,Oakland,CA,NaN,37.804364,-122.271114
411,Lyte,San Francisco,CA,NaN,37.774929,-122.419415
950,Lucasfilm Ltd,1110 O'Reilly Ave,Sa,NaN,37.800434,-122.450001
949,Lookout,3600 16th St,Sa,NaN,37.76438,-122.433318
378,KittyHawk,San Francisco,CA,NaN,37.774929,-122.419415
370,Kapwing,San Francisco,CA,NaN,37.774929,-122.419415
914,Jane Technologies,Santa Cruz,CA,NaN,36.974117,-122.030796
938,Grand Rounds Inc.,370 3rd St,Sa,NaN,37.782688,-122.398342
288,Google,Mountain View,CA,NaN,37.386052,-122.083851
1029,Noyo,San Francisco,CA,NaN,37.774929,-122.419415
831,Miles,75 E Santa Clara St,Su,NaN,37.337119,-121.889391
257,Forkable,San Francisco,CA,NaN,37.774929,-122.419415
232,Enwoven,Oakland,CA,NaN,37.804364,-122.271114
227,Employbl,Alameda,CA,NaN,37.765206,-122.241636
929,eBay Inc.,2025 E Hamilton Ave,Sa,NaN,37.295337,-121.926095
928,Drawbridge,2121 S El Camino Real,Sa,NaN,37.547371,-122.307611
912,Dover,San Francisco,CA,NaN,37.774929,-122.419415
191,Daily Kos,Oakland,CA,NaN,37.804364,-122.271114
996,Codi,San Francisco,CA,NaN,37.774929,-122.419415
995,Coderpad,San Francisco,CA,NaN,37.774929,-122.419415
923,Cloudera Inc,433 California St,Sa,NaN,37.792699,-122.401684
860,Google Cloud,Sunnyvale,CA,NaN,37.411097,-122.018176
153,ClearBrain,San Francisco,CA,NaN,37.774929,-122.419415
920,Brocade,130 Holger Way,Sa,NaN,37.418482,-121.95232
88,Binc,San Francisco,CA,NaN,37.774929,-122.419415
85,Bexi,San Leandro,CA,NaN,37.72493,-122.156077
69,Automattic,San Francisco,CA,NaN,37.774929,-122.419415
816,Aura Frames,San Francisco,CA,NaN,37.774929,-122.419415
702,Tetra,San Francisco,CA,NaN,37.774929,-122.419415
1072,Apollo GraphQL,140 10th Street,Sa,NaN,37.77469,-122.415463
11,Abl Schools,San Francisco,CA,NaN,37.774929,-122.419415
3,10 by 10,San Francisco,CA,NaN,37.774929,-122.419415
